##############################
INIT betaVAE, device: cuda
Case Name:
 Re100_smallerCNN_beta0.005_wDecay0_dim2_lr0.0002OneCycleLR1e-05_bs256_epochs1000
##############################
INFO: Start Training 
INFO: Data Summary: N train: 149800,N test: 200,N total 150000
INFO: Dataloader generated, Num train batch = 586 
Num val batch = 1
##############################
INFO: Start Compiling
INFO: Compiling Finished!
Training Re100_smallerCNN_beta0.005_wDecay0_dim2_lr0.0002OneCycleLR1e-05_bs256_epochs1000
Epoch:   1/1000, Loss: 0.9657, Loss_test: 0.9061, MSE: 0.9644, KLD: 1.1432, collapsed:  0, time train: 11.116, time test: 0.100
Epoch:  24/1000, Loss: 0.7024, Loss_test: 0.7548, MSE: 0.6895, KLD: 2.5678, collapsed:  0, time train: 5.686, time test: 0.004
Epoch:  25/1000, Loss: 0.7004, Loss_test: 0.7511, MSE: 0.6875, KLD: 2.5767, collapsed:  0, time train: 5.686, time test: 0.004
Epoch:  26/1000, Loss: 0.6995, Loss_test: 0.7448, MSE: 0.6865, KLD: 2.5883, collapsed:  0, time train: 5.686, time test: 0.004
Epoch:  27/1000, Loss: 0.6979, Loss_test: 0.7543, MSE: 0.6850, KLD: 2.5841, collapsed:  0, time train: 5.686, time test: 0.004
Epoch:  28/1000, Loss: 0.6961, Loss_test: 0.7459, MSE: 0.6831, KLD: 2.6021, collapsed:  0, time train: 5.687, time test: 0.004
Epoch:  29/1000, Loss: 0.6952, Loss_test: 0.7388, MSE: 0.6822, KLD: 2.6083, collapsed:  1, time train: 5.687, time test: 0.004
Epoch:  30/1000, Loss: 0.6937, Loss_test: 0.7510, MSE: 0.6806, KLD: 2.6233, collapsed:  1, time train: 5.687, time test: 0.004
Epoch:  31/1000, Loss: 0.6921, Loss_test: 0.7504, MSE: 0.6790, KLD: 2.6324, collapsed:  2, time train: 5.687, time test: 0.004
Epoch:  32/1000, Loss: 0.6908, Loss_test: 0.7480, MSE: 0.6776, KLD: 2.6453, collapsed:  2, time train: 5.687, time test: 0.004
Epoch:  33/1000, Loss: 0.6901, Loss_test: 0.7512, MSE: 0.6768, KLD: 2.6543, collapsed:  2, time train: 5.687, time test: 0.004
Epoch:  34/1000, Loss: 0.6889, Loss_test: 0.7460, MSE: 0.6756, KLD: 2.6631, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  35/1000, Loss: 0.6877, Loss_test: 0.7592, MSE: 0.6744, KLD: 2.6683, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  36/1000, Loss: 0.6864, Loss_test: 0.7416, MSE: 0.6730, KLD: 2.6776, collapsed:  2, time train: 5.687, time test: 0.004
Epoch:  37/1000, Loss: 0.6854, Loss_test: 0.7553, MSE: 0.6720, KLD: 2.6836, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  38/1000, Loss: 0.6847, Loss_test: 0.7518, MSE: 0.6712, KLD: 2.7007, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  39/1000, Loss: 0.6835, Loss_test: 0.7486, MSE: 0.6699, KLD: 2.7107, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  40/1000, Loss: 0.6828, Loss_test: 0.7642, MSE: 0.6692, KLD: 2.7192, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  41/1000, Loss: 0.6818, Loss_test: 0.7623, MSE: 0.6681, KLD: 2.7233, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  42/1000, Loss: 0.6811, Loss_test: 0.7496, MSE: 0.6674, KLD: 2.7376, collapsed:  2, time train: 5.689, time test: 0.004
Epoch:  43/1000, Loss: 0.6807, Loss_test: 0.7589, MSE: 0.6670, KLD: 2.7472, collapsed:  2, time train: 5.689, time test: 0.004
Epoch:  44/1000, Loss: 0.6786, Loss_test: 0.7446, MSE: 0.6649, KLD: 2.7452, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  45/1000, Loss: 0.6782, Loss_test: 0.7433, MSE: 0.6644, KLD: 2.7534, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  46/1000, Loss: 0.6776, Loss_test: 0.7515, MSE: 0.6638, KLD: 2.7688, collapsed:  2, time train: 5.689, time test: 0.004
Epoch:  47/1000, Loss: 0.6768, Loss_test: 0.7562, MSE: 0.6629, KLD: 2.7757, collapsed:  2, time train: 5.689, time test: 0.004
Epoch:  48/1000, Loss: 0.6765, Loss_test: 0.7608, MSE: 0.6626, KLD: 2.7845, collapsed:  2, time train: 5.688, time test: 0.004
Epoch:  49/1000, Loss: 0.6763, Loss_test: 0.7650, MSE: 0.6623, KLD: 2.7958, collapsed:  2, time train: 5.689, time test: 0.004
Epoch:  50/1000, Loss: 0.6741, Loss_test: 0.7582, MSE: 0.6601, KLD: 2.7989, collapsed:  2, time train: 5.689, time test: 0.004
Epoch:  51/1000, Loss: 0.6736, Loss_test: 0.7571, MSE: 0.6596, KLD: 2.8036, collapsed:  2, time train: 5.689, time test: 0.004
Epoch:  52/1000, Loss: 0.6729, Loss_test: 0.7662, MSE: 0.6589, KLD: 2.8131, collapsed:  2, time train: 5.689, time test: 0.004
Epoch:  53/1000, Loss: 0.6719, Loss_test: 0.7637, MSE: 0.6578, KLD: 2.8192, collapsed:  2, time train: 5.689, time test: 0.004
Epoch:  54/1000, Loss: 0.6715, Loss_test: 0.7551, MSE: 0.6574, KLD: 2.8284, collapsed:  2, time train: 5.708, time test: 0.004
Epoch:  55/1000, Loss: 0.6706, Loss_test: 0.7642, MSE: 0.6565, KLD: 2.8263, collapsed:  2, time train: 5.711, time test: 0.004
Epoch:  56/1000, Loss: 0.6701, Loss_test: 0.7596, MSE: 0.6560, KLD: 2.8341, collapsed:  2, time train: 5.711, time test: 0.004
Epoch:  57/1000, Loss: 0.6701, Loss_test: 0.7505, MSE: 0.6560, KLD: 2.8320, collapsed:  2, time train: 5.712, time test: 0.004
Epoch:  58/1000, Loss: 0.6695, Loss_test: 0.7617, MSE: 0.6552, KLD: 2.8496, collapsed:  2, time train: 5.718, time test: 0.004
Epoch:  59/1000, Loss: 0.6675, Loss_test: 0.7733, MSE: 0.6533, KLD: 2.8552, collapsed:  2, time train: 5.717, time test: 0.004
Epoch:  60/1000, Loss: 0.6672, Loss_test: 0.7738, MSE: 0.6529, KLD: 2.8716, collapsed:  2, time train: 5.713, time test: 0.004
Epoch:  61/1000, Loss: 0.6666, Loss_test: 0.7609, MSE: 0.6523, KLD: 2.8671, collapsed:  2, time train: 5.714, time test: 0.004
Epoch:  62/1000, Loss: 0.6660, Loss_test: 0.7723, MSE: 0.6516, KLD: 2.8753, collapsed:  2, time train: 5.718, time test: 0.004
Epoch:  63/1000, Loss: 0.6652, Loss_test: 0.7697, MSE: 0.6508, KLD: 2.8799, collapsed:  2, time train: 5.718, time test: 0.004
Epoch:  64/1000, Loss: 0.6653, Loss_test: 0.7555, MSE: 0.6508, KLD: 2.8933, collapsed:  2, time train: 5.716, time test: 0.004
Epoch:  65/1000, Loss: 0.6651, Loss_test: 0.7736, MSE: 0.6507, KLD: 2.8930, collapsed:  2, time train: 5.713, time test: 0.004
Epoch:  66/1000, Loss: 0.6643, Loss_test: 0.7746, MSE: 0.6498, KLD: 2.8993, collapsed:  2, time train: 5.716, time test: 0.004
Epoch:  67/1000, Loss: 0.6642, Loss_test: 0.7656, MSE: 0.6497, KLD: 2.9070, collapsed:  2, time train: 5.717, time test: 0.004
Epoch:  68/1000, Loss: 0.6630, Loss_test: 0.7808, MSE: 0.6484, KLD: 2.9129, collapsed:  2, time train: 5.716, time test: 0.004
Epoch:  69/1000, Loss: 0.6617, Loss_test: 0.7764, MSE: 0.6470, KLD: 2.9299, collapsed:  2, time train: 5.718, time test: 0.004
Epoch:  70/1000, Loss: 0.6616, Loss_test: 0.7729, MSE: 0.6469, KLD: 2.9303, collapsed:  2, time train: 5.719, time test: 0.004
Epoch:  71/1000, Loss: 0.6617, Loss_test: 0.7612, MSE: 0.6471, KLD: 2.9341, collapsed:  2, time train: 5.719, time test: 0.004
Epoch:  72/1000, Loss: 0.6627, Loss_test: 0.7710, MSE: 0.6480, KLD: 2.9402, collapsed:  2, time train: 5.717, time test: 0.004
Epoch:  73/1000, Loss: 0.6626, Loss_test: 0.7504, MSE: 0.6479, KLD: 2.9351, collapsed:  2, time train: 5.718, time test: 0.004
Epoch:  74/1000, Loss: 0.6615, Loss_test: 0.7748, MSE: 0.6468, KLD: 2.9429, collapsed:  2, time train: 5.718, time test: 0.004
Epoch:  75/1000, Loss: 0.6605, Loss_test: 0.7792, MSE: 0.6457, KLD: 2.9511, collapsed:  2, time train: 5.717, time test: 0.004
Epoch:  76/1000, Loss: 0.6595, Loss_test: 0.7833, MSE: 0.6447, KLD: 2.9575, collapsed:  2, time train: 5.716, time test: 0.004
Epoch:  77/1000, Loss: 0.6612, Loss_test: 0.7866, MSE: 0.6464, KLD: 2.9643, collapsed:  2, time train: 5.719, time test: 0.004
Epoch:  78/1000, Loss: 0.6612, Loss_test: 0.7636, MSE: 0.6464, KLD: 2.9631, collapsed:  2, time train: 5.720, time test: 0.004
Epoch:  79/1000, Loss: 0.6595, Loss_test: 0.7806, MSE: 0.6446, KLD: 2.9768, collapsed:  2, time train: 5.722, time test: 0.004
Epoch:  80/1000, Loss: 0.6577, Loss_test: 0.7794, MSE: 0.6428, KLD: 2.9868, collapsed:  2, time train: 5.720, time test: 0.004
Epoch:  81/1000, Loss: 0.6573, Loss_test: 0.7610, MSE: 0.6423, KLD: 2.9938, collapsed:  2, time train: 5.721, time test: 0.004
Epoch:  82/1000, Loss: 0.6561, Loss_test: 0.7863, MSE: 0.6412, KLD: 2.9911, collapsed:  2, time train: 5.722, time test: 0.004
Epoch:  83/1000, Loss: 0.6557, Loss_test: 0.7701, MSE: 0.6407, KLD: 2.9954, collapsed:  2, time train: 5.722, time test: 0.004
Epoch:  84/1000, Loss: 0.6557, Loss_test: 0.7836, MSE: 0.6407, KLD: 2.9961, collapsed:  2, time train: 5.722, time test: 0.004
Epoch:  85/1000, Loss: 0.6556, Loss_test: 0.7663, MSE: 0.6407, KLD: 2.9875, collapsed:  2, time train: 5.724, time test: 0.004
Epoch:  86/1000, Loss: 0.6537, Loss_test: 0.7788, MSE: 0.6387, KLD: 3.0037, collapsed:  2, time train: 5.721, time test: 0.004
Epoch:  87/1000, Loss: 0.6526, Loss_test: 0.7814, MSE: 0.6376, KLD: 3.0163, collapsed:  2, time train: 5.724, time test: 0.004
Epoch:  88/1000, Loss: 0.6543, Loss_test: 0.7823, MSE: 0.6392, KLD: 3.0120, collapsed:  2, time train: 5.720, time test: 0.004
Epoch:  89/1000, Loss: 0.6520, Loss_test: 0.7754, MSE: 0.6369, KLD: 3.0185, collapsed:  2, time train: 5.723, time test: 0.004
Epoch:  90/1000, Loss: 0.6520, Loss_test: 0.7681, MSE: 0.6369, KLD: 3.0208, collapsed:  2, time train: 5.723, time test: 0.004
Epoch:  91/1000, Loss: 0.6517, Loss_test: 0.7703, MSE: 0.6366, KLD: 3.0234, collapsed:  2, time train: 5.722, time test: 0.004
Epoch:  92/1000, Loss: 0.6507, Loss_test: 0.7774, MSE: 0.6356, KLD: 3.0226, collapsed:  2, time train: 5.721, time test: 0.004
Epoch:  93/1000, Loss: 0.6512, Loss_test: 0.7794, MSE: 0.6361, KLD: 3.0254, collapsed:  2, time train: 5.726, time test: 0.004
Epoch:  94/1000, Loss: 0.6499, Loss_test: 0.7575, MSE: 0.6348, KLD: 3.0290, collapsed:  2, time train: 5.724, time test: 0.004
Epoch:  95/1000, Loss: 0.6510, Loss_test: 0.7795, MSE: 0.6358, KLD: 3.0395, collapsed:  2, time train: 5.729, time test: 0.004
Epoch:  96/1000, Loss: 0.6493, Loss_test: 0.7757, MSE: 0.6340, KLD: 3.0572, collapsed:  2, time train: 5.727, time test: 0.004
Epoch:  97/1000, Loss: 0.6499, Loss_test: 0.7991, MSE: 0.6346, KLD: 3.0463, collapsed:  2, time train: 5.725, time test: 0.004
Epoch:  98/1000, Loss: 0.6497, Loss_test: 0.7767, MSE: 0.6344, KLD: 3.0468, collapsed:  2, time train: 5.728, time test: 0.004
Epoch:  99/1000, Loss: 0.6501, Loss_test: 0.7769, MSE: 0.6349, KLD: 3.0463, collapsed:  2, time train: 5.726, time test: 0.004
Epoch: 100/1000, Loss: 0.6483, Loss_test: 0.7745, MSE: 0.6330, KLD: 3.0567, collapsed:  2, time train: 5.725, time test: 0.004
Epoch: 101/1000, Loss: 0.6475, Loss_test: 0.7769, MSE: 0.6322, KLD: 3.0611, collapsed:  2, time train: 5.724, time test: 0.004
Saved checkpoint
## Checkpoint. Epoch: 101, test loss: 0.7768957614898682, saving checkpoint models/checkpoints//Re100_smallerCNN_beta0.005_wDecay0_dim2_lr0.0002OneCycleLR1e-05_bs256_epochs1000_bestVal.pth.tar
Epoch: 102/1000, Loss: 0.6463, Loss_test: 0.7912, MSE: 0.6310, KLD: 3.0657, collapsed:  2, time train: 5.722, time test: 0.004
Epoch: 103/1000, Loss: 0.6458, Loss_test: 0.7917, MSE: 0.6305, KLD: 3.0763, collapsed:  2, time train: 5.727, time test: 0.004
Epoch: 104/1000, Loss: 0.6467, Loss_test: 0.7956, MSE: 0.6314, KLD: 3.0717, collapsed:  2, time train: 5.727, time test: 0.004
Epoch: 105/1000, Loss: 0.6457, Loss_test: 0.7790, MSE: 0.6302, KLD: 3.0862, collapsed:  2, time train: 5.725, time test: 0.004
Epoch: 106/1000, Loss: 0.6447, Loss_test: 0.8042, MSE: 0.6292, KLD: 3.0977, collapsed:  2, time train: 5.728, time test: 0.004
Epoch: 107/1000, Loss: 0.6447, Loss_test: 0.7913, MSE: 0.6292, KLD: 3.0989, collapsed:  2, time train: 5.728, time test: 0.004
Epoch: 108/1000, Loss: 0.6441, Loss_test: 0.7894, MSE: 0.6286, KLD: 3.0993, collapsed:  2, time train: 5.726, time test: 0.004
Epoch: 109/1000, Loss: 0.6440, Loss_test: 0.7918, MSE: 0.6285, KLD: 3.0971, collapsed:  2, time train: 5.728, time test: 0.004
Epoch: 110/1000, Loss: 0.6436, Loss_test: 0.7964, MSE: 0.6281, KLD: 3.0993, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 111/1000, Loss: 0.6433, Loss_test: 0.7881, MSE: 0.6277, KLD: 3.1019, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 112/1000, Loss: 0.6422, Loss_test: 0.8131, MSE: 0.6267, KLD: 3.1128, collapsed:  2, time train: 5.731, time test: 0.004
Epoch: 113/1000, Loss: 0.6421, Loss_test: 0.8001, MSE: 0.6266, KLD: 3.1107, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 114/1000, Loss: 0.6420, Loss_test: 0.7897, MSE: 0.6264, KLD: 3.1178, collapsed:  2, time train: 5.727, time test: 0.004
Epoch: 115/1000, Loss: 0.6419, Loss_test: 0.7878, MSE: 0.6263, KLD: 3.1091, collapsed:  2, time train: 5.729, time test: 0.004
Epoch: 116/1000, Loss: 0.6422, Loss_test: 0.7994, MSE: 0.6266, KLD: 3.1161, collapsed:  2, time train: 5.730, time test: 0.004
Epoch: 117/1000, Loss: 0.6416, Loss_test: 0.8053, MSE: 0.6260, KLD: 3.1205, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 118/1000, Loss: 0.6413, Loss_test: 0.7921, MSE: 0.6257, KLD: 3.1162, collapsed:  2, time train: 5.730, time test: 0.004
Epoch: 119/1000, Loss: 0.6404, Loss_test: 0.8090, MSE: 0.6247, KLD: 3.1347, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 120/1000, Loss: 0.6399, Loss_test: 0.7934, MSE: 0.6242, KLD: 3.1390, collapsed:  2, time train: 5.735, time test: 0.004
Epoch: 121/1000, Loss: 0.6399, Loss_test: 0.7924, MSE: 0.6241, KLD: 3.1456, collapsed:  2, time train: 5.731, time test: 0.004
Epoch: 122/1000, Loss: 0.6391, Loss_test: 0.7980, MSE: 0.6234, KLD: 3.1552, collapsed:  2, time train: 5.730, time test: 0.004
Epoch: 123/1000, Loss: 0.6391, Loss_test: 0.8113, MSE: 0.6233, KLD: 3.1553, collapsed:  2, time train: 5.731, time test: 0.004
Epoch: 124/1000, Loss: 0.6392, Loss_test: 0.7985, MSE: 0.6234, KLD: 3.1599, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 125/1000, Loss: 0.6385, Loss_test: 0.8188, MSE: 0.6226, KLD: 3.1658, collapsed:  2, time train: 5.730, time test: 0.004
Epoch: 126/1000, Loss: 0.6383, Loss_test: 0.8009, MSE: 0.6224, KLD: 3.1627, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 127/1000, Loss: 0.6382, Loss_test: 0.8048, MSE: 0.6224, KLD: 3.1626, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 128/1000, Loss: 0.6368, Loss_test: 0.8082, MSE: 0.6210, KLD: 3.1633, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 129/1000, Loss: 0.6363, Loss_test: 0.7988, MSE: 0.6204, KLD: 3.1710, collapsed:  2, time train: 5.729, time test: 0.004
Epoch: 130/1000, Loss: 0.6384, Loss_test: 0.7932, MSE: 0.6226, KLD: 3.1636, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 131/1000, Loss: 0.6379, Loss_test: 0.7953, MSE: 0.6220, KLD: 3.1665, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 132/1000, Loss: 0.6370, Loss_test: 0.8216, MSE: 0.6211, KLD: 3.1717, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 133/1000, Loss: 0.6358, Loss_test: 0.8069, MSE: 0.6199, KLD: 3.1799, collapsed:  2, time train: 5.731, time test: 0.004
Epoch: 134/1000, Loss: 0.6349, Loss_test: 0.8043, MSE: 0.6190, KLD: 3.1886, collapsed:  2, time train: 5.729, time test: 0.004
Epoch: 135/1000, Loss: 0.6353, Loss_test: 0.8135, MSE: 0.6194, KLD: 3.1899, collapsed:  2, time train: 5.731, time test: 0.004
Epoch: 136/1000, Loss: 0.6342, Loss_test: 0.8058, MSE: 0.6182, KLD: 3.1998, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 137/1000, Loss: 0.6343, Loss_test: 0.8046, MSE: 0.6183, KLD: 3.1986, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 138/1000, Loss: 0.6337, Loss_test: 0.8151, MSE: 0.6178, KLD: 3.1898, collapsed:  2, time train: 5.735, time test: 0.004
Epoch: 139/1000, Loss: 0.6336, Loss_test: 0.8039, MSE: 0.6176, KLD: 3.2007, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 140/1000, Loss: 0.6332, Loss_test: 0.8073, MSE: 0.6172, KLD: 3.2049, collapsed:  2, time train: 5.730, time test: 0.004
Epoch: 141/1000, Loss: 0.6338, Loss_test: 0.8221, MSE: 0.6178, KLD: 3.2010, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 142/1000, Loss: 0.6331, Loss_test: 0.7944, MSE: 0.6170, KLD: 3.2066, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 143/1000, Loss: 0.6319, Loss_test: 0.8054, MSE: 0.6158, KLD: 3.2117, collapsed:  2, time train: 5.735, time test: 0.004
Epoch: 144/1000, Loss: 0.6324, Loss_test: 0.8056, MSE: 0.6164, KLD: 3.2019, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 145/1000, Loss: 0.6323, Loss_test: 0.7948, MSE: 0.6163, KLD: 3.2051, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 146/1000, Loss: 0.6317, Loss_test: 0.8023, MSE: 0.6156, KLD: 3.2125, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 147/1000, Loss: 0.6322, Loss_test: 0.8099, MSE: 0.6161, KLD: 3.2119, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 148/1000, Loss: 0.6319, Loss_test: 0.7877, MSE: 0.6158, KLD: 3.2192, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 149/1000, Loss: 0.6307, Loss_test: 0.8066, MSE: 0.6146, KLD: 3.2232, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 150/1000, Loss: 0.6306, Loss_test: 0.8112, MSE: 0.6145, KLD: 3.2184, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 151/1000, Loss: 0.6317, Loss_test: 0.8044, MSE: 0.6157, KLD: 3.2109, collapsed:  2, time train: 5.736, time test: 0.004
Epoch: 152/1000, Loss: 0.6308, Loss_test: 0.7969, MSE: 0.6147, KLD: 3.2191, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 153/1000, Loss: 0.6301, Loss_test: 0.8148, MSE: 0.6140, KLD: 3.2334, collapsed:  2, time train: 5.735, time test: 0.004
Epoch: 154/1000, Loss: 0.6300, Loss_test: 0.8206, MSE: 0.6137, KLD: 3.2462, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 155/1000, Loss: 0.6303, Loss_test: 0.8018, MSE: 0.6140, KLD: 3.2499, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 156/1000, Loss: 0.6297, Loss_test: 0.8188, MSE: 0.6134, KLD: 3.2603, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 157/1000, Loss: 0.6288, Loss_test: 0.8124, MSE: 0.6125, KLD: 3.2579, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 158/1000, Loss: 0.6281, Loss_test: 0.8220, MSE: 0.6118, KLD: 3.2594, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 159/1000, Loss: 0.6288, Loss_test: 0.8058, MSE: 0.6125, KLD: 3.2616, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 160/1000, Loss: 0.6310, Loss_test: 0.8168, MSE: 0.6148, KLD: 3.2490, collapsed:  2, time train: 5.735, time test: 0.004
Epoch: 161/1000, Loss: 0.6293, Loss_test: 0.8055, MSE: 0.6131, KLD: 3.2483, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 162/1000, Loss: 0.6295, Loss_test: 0.8084, MSE: 0.6132, KLD: 3.2500, collapsed:  2, time train: 5.736, time test: 0.004
Epoch: 163/1000, Loss: 0.6281, Loss_test: 0.8197, MSE: 0.6118, KLD: 3.2642, collapsed:  2, time train: 5.732, time test: 0.004
Epoch: 164/1000, Loss: 0.6281, Loss_test: 0.8048, MSE: 0.6117, KLD: 3.2731, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 165/1000, Loss: 0.6274, Loss_test: 0.8076, MSE: 0.6110, KLD: 3.2637, collapsed:  2, time train: 5.736, time test: 0.004
Epoch: 166/1000, Loss: 0.6274, Loss_test: 0.8228, MSE: 0.6111, KLD: 3.2687, collapsed:  2, time train: 5.735, time test: 0.004
Epoch: 167/1000, Loss: 0.6268, Loss_test: 0.8063, MSE: 0.6105, KLD: 3.2727, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 168/1000, Loss: 0.6267, Loss_test: 0.8069, MSE: 0.6103, KLD: 3.2739, collapsed:  2, time train: 5.733, time test: 0.004
Epoch: 169/1000, Loss: 0.6257, Loss_test: 0.8114, MSE: 0.6093, KLD: 3.2774, collapsed:  2, time train: 5.736, time test: 0.004
Epoch: 170/1000, Loss: 0.6252, Loss_test: 0.8234, MSE: 0.6088, KLD: 3.2816, collapsed:  2, time train: 5.735, time test: 0.004
Epoch: 171/1000, Loss: 0.6277, Loss_test: 0.8229, MSE: 0.6112, KLD: 3.2875, collapsed:  2, time train: 5.734, time test: 0.004
Epoch: 172/1000, Loss: 0.6265, Loss_test: 0.8258, MSE: 0.6101, KLD: 3.2851, collapsed:  2, time train: 5.736, time test: 0.004
Epoch: 173/1000, Loss: 0.6262, Loss_test: 0.8147, MSE: 0.6097, KLD: 3.2843, collapsed:  2, time train: 5.735, time test: 0.004
